"MWG","NWG","KWG","MDIMC","NDIMC","MDIMA","NDIMB","KWI","VWM","VWN","STRM","STRN","SA","SB","Run"
64,64,32,8,32,8,32,2,2,2,1,0,1,1,20.76
64,64,32,8,32,8,32,2,2,2,1,1,1,1,20.79
64,64,32,8,32,8,32,2,4,1,0,0,1,1,32.7375
64,64,32,8,32,8,32,2,4,1,0,1,1,1,31.33
64,64,32,8,32,8,32,2,4,1,1,0,1,1,24.0975
64,64,32,8,32,8,32,2,4,1,1,1,1,1,22.28
64,64,32,8,32,8,32,2,4,2,0,0,1,1,29.9025
64,64,32,8,32,8,32,2,4,2,0,1,1,1,29.9025
64,64,32,8,32,8,32,2,4,2,1,0,1,1,19.9875
64,64,32,8,32,8,32,2,4,2,1,1,1,1,19.9925
64,64,32,8,32,8,32,2,8,1,0,0,1,1,35.9325
64,64,32,8,32,8,32,2,8,1,0,1,1,1,35.52
64,64,32,8,32,8,32,2,8,1,1,0,1,1,36.6175
64,64,32,8,32,8,32,2,8,1,1,1,1,1,35.515
64,64,32,8,32,8,32,2,8,2,0,0,1,1,33.2175
64,64,32,8,32,8,32,2,8,2,0,1,1,1,33.21
64,64,32,8,32,8,32,2,8,2,1,0,1,1,33.805
64,64,32,8,32,8,32,2,8,2,1,1,1,1,33.805
64,64,32,8,32,8,32,8,1,1,0,0,1,1,46.185
64,64,32,8,32,8,32,8,1,1,0,1,1,1,44.0525
64,64,32,8,32,8,32,8,1,1,1,0,1,1,37.3725
64,64,32,8,32,8,32,8,1,1,1,1,1,1,35.335
64,64,32,8,32,8,32,8,1,2,0,0,1,1,41.505
64,64,32,8,32,8,32,8,1,2,0,1,1,1,41.4925
64,64,32,8,32,8,32,8,1,2,1,0,1,1,33.2725
64,64,32,8,32,8,32,8,1,2,1,1,1,1,33.2725
64,64,32,8,32,8,32,8,2,1,0,0,1,1,33.3575
64,64,32,8,32,8,32,8,2,1,0,1,1,1,33.6425
64,64,32,8,32,8,32,8,2,1,1,0,1,1,25.3225
64,64,32,8,32,8,32,8,2,1,1,1,1,1,26.4775
64,64,32,8,32,8,32,8,2,2,0,0,1,1,31.1625
64,64,32,8,32,8,32,8,2,2,0,1,1,1,31.1625
64,64,32,8,32,8,32,8,2,2,1,0,1,1,23.0675
64,64,32,8,32,8,32,8,2,2,1,1,1,1,23.0875
64,64,32,8,32,8,32,8,4,1,0,0,1,1,31.94
64,64,32,8,32,8,32,8,4,1,0,1,1,1,31.6575
64,64,32,8,32,8,32,8,4,1,1,0,1,1,23.325
64,64,32,8,32,8,32,8,4,1,1,1,1,1,24.0475
64,64,32,8,32,8,32,8,4,2,0,0,1,1,30.4525
64,64,32,8,32,8,32,8,4,2,0,1,1,1,30.455
64,64,32,8,32,8,32,8,4,2,1,0,1,1,20.3675
64,64,32,8,32,8,32,8,4,2,1,1,1,1,20.355
64,64,32,8,32,8,32,8,8,1,0,0,1,1,36.62
64,64,32,8,32,8,32,8,8,1,0,1,1,1,35.41
64,64,32,8,32,8,32,8,8,1,1,0,1,1,36.605
64,64,32,8,32,8,32,8,8,1,1,1,1,1,35.5175
64,64,32,8,32,8,32,8,8,2,0,0,1,1,32.615
64,64,32,8,32,8,32,8,8,2,0,1,1,1,32.6175
64,64,32,8,32,8,32,8,8,2,1,0,1,1,32.6175
64,64,32,8,32,8,32,8,8,2,1,1,1,1,32.62
64,64,32,8,32,16,8,2,1,1,0,0,1,1,49.055
64,64,32,8,32,16,8,2,1,1,0,1,1,1,40.4075
64,64,32,8,32,16,8,2,1,1,1,0,1,1,46.5825
64,64,32,8,32,16,8,2,1,1,1,1,1,1,37.8775
64,64,32,8,32,16,8,2,1,2,0,0,1,1,40.9325
64,64,32,8,32,16,8,2,1,2,0,1,1,1,35.295
64,64,32,8,32,16,8,2,1,2,1,0,1,1,37.3275
64,64,32,8,32,16,8,2,1,2,1,1,1,1,32.4
64,64,32,8,32,16,8,2,2,1,0,0,1,1,40.345
64,64,32,8,32,16,8,2,2,1,0,1,1,1,33.35
64,64,32,8,32,16,8,2,2,1,1,0,1,1,35.255
64,64,32,8,32,16,8,2,2,1,1,1,1,1,30.1925
64,64,32,8,32,16,8,2,2,2,0,0,1,1,32.245
64,64,32,8,32,16,8,2,2,2,0,1,1,1,27.58
64,64,32,8,32,16,8,2,2,2,1,0,1,1,26.335
64,64,32,8,32,16,8,2,2,2,1,1,1,1,21.2225
64,64,32,8,32,16,8,2,4,1,0,0,1,1,37.3875
64,64,32,8,32,16,8,2,4,1,0,1,1,1,33.3825
64,64,32,8,32,16,8,2,4,1,1,0,1,1,32.9575
64,64,32,8,32,16,8,2,4,1,1,1,1,1,27.195
64,64,32,8,32,16,8,2,4,2,0,0,1,1,30.3925
64,64,32,8,32,16,8,2,4,2,0,1,1,1,27.965
64,64,32,8,32,16,8,2,4,2,1,0,1,1,24.5825
64,64,32,8,32,16,8,2,4,2,1,1,1,1,20.88
64,64,32,8,32,16,8,8,1,1,0,0,1,1,51.275
64,64,32,8,32,16,8,8,1,1,0,1,1,1,39.1475
64,64,32,8,32,16,8,8,1,1,1,0,1,1,46.16
64,64,32,8,32,16,8,8,1,1,1,1,1,1,36.965
64,64,32,8,32,16,8,8,1,2,0,0,1,1,40.3525
64,64,32,8,32,16,8,8,1,2,0,1,1,1,34.76
64,64,32,8,32,16,8,8,1,2,1,0,1,1,37.0375
64,64,32,8,32,16,8,8,1,2,1,1,1,1,31.2875
64,64,32,8,32,16,8,8,2,1,0,0,1,1,41.0675
64,64,32,8,32,16,8,8,2,1,0,1,1,1,34.2725
64,64,32,8,32,16,8,8,2,1,1,0,1,1,34.7
64,64,32,8,32,16,8,8,2,1,1,1,1,1,30.765
64,64,32,8,32,16,8,8,2,2,0,0,1,1,32.6725
64,64,32,8,32,16,8,8,2,2,0,1,1,1,28.2675
64,64,32,8,32,16,8,8,2,2,1,0,1,1,29.17
64,64,32,8,32,16,8,8,2,2,1,1,1,1,23.925
64,64,32,8,32,16,8,8,4,1,0,0,1,1,37
64,64,32,8,32,16,8,8,4,1,0,1,1,1,33.69
64,64,32,8,32,16,8,8,4,1,1,0,1,1,32.175
64,64,32,8,32,16,8,8,4,1,1,1,1,1,28.0575
64,64,32,8,32,16,8,8,4,2,0,0,1,1,30.4525
64,64,32,8,32,16,8,8,4,2,0,1,1,1,28.47
64,64,32,8,32,16,8,8,4,2,1,0,1,1,26.06
64,64,32,8,32,16,8,8,4,2,1,1,1,1,21.68
64,64,32,8,32,16,16,2,1,1,0,0,1,1,42.185
64,64,32,8,32,16,16,2,1,1,0,1,1,1,38.0325
64,64,32,8,32,16,16,2,1,1,1,0,1,1,38.895
64,64,32,8,32,16,16,2,1,1,1,1,1,1,33.4125
64,64,32,8,32,16,16,2,1,2,0,0,1,1,35.7775
64,64,32,8,32,16,16,2,1,2,0,1,1,1,33.0675
64,64,32,8,32,16,16,2,1,2,1,0,1,1,32.7825
64,64,32,8,32,16,16,2,1,2,1,1,1,1,29.5625
64,64,32,8,32,16,16,2,2,1,0,0,1,1,32.645
64,64,32,8,32,16,16,2,2,1,0,1,1,1,29.88
64,64,32,8,32,16,16,2,2,1,1,0,1,1,27.85
64,64,32,8,32,16,16,2,2,1,1,1,1,1,24.265
64,64,32,8,32,16,16,2,2,2,0,0,1,1,29.085
64,64,32,8,32,16,16,2,2,2,0,1,1,1,25.315
64,64,32,8,32,16,16,2,2,2,1,0,1,1,22.4625
64,64,32,8,32,16,16,2,2,2,1,1,1,1,20.8025
64,64,32,8,32,16,16,2,4,1,0,0,1,1,32.77
64,64,32,8,32,16,16,2,4,1,0,1,1,1,32.295
64,64,32,8,32,16,16,2,4,1,1,0,1,1,26.4175
64,64,32,8,32,16,16,2,4,1,1,1,1,1,25.5275
64,64,32,8,32,16,16,2,4,2,0,0,1,1,29.1925
64,64,32,8,32,16,16,2,4,2,0,1,1,1,27.995
64,64,32,8,32,16,16,2,4,2,1,0,1,1,22.335
64,64,32,8,32,16,16,2,4,2,1,1,1,1,21.215
64,64,32,8,32,16,16,8,1,1,0,0,1,1,40.6275
64,64,32,8,32,16,16,8,1,1,0,1,1,1,36.9675
64,64,32,8,32,16,16,8,1,1,1,0,1,1,37.0625
64,64,32,8,32,16,16,8,1,1,1,1,1,1,33.8325
64,64,32,8,32,16,16,8,1,2,0,0,1,1,35.3975
64,64,32,8,32,16,16,8,1,2,0,1,1,1,31.8075
64,64,32,8,32,16,16,8,1,2,1,0,1,1,31.485
64,64,32,8,32,16,16,8,1,2,1,1,1,1,28.7075
64,64,32,8,32,16,16,8,2,1,0,0,1,1,32.76
64,64,32,8,32,16,16,8,2,1,0,1,1,1,29.7425
64,64,32,8,32,16,16,8,2,1,1,0,1,1,27.745
64,64,32,8,32,16,16,8,2,1,1,1,1,1,25.1375
64,64,32,8,32,16,16,8,2,2,0,0,1,1,29.76
64,64,32,8,32,16,16,8,2,2,0,1,1,1,25.8175
64,64,32,8,32,16,16,8,2,2,1,0,1,1,23.365
64,64,32,8,32,16,16,8,2,2,1,1,1,1,23.005
64,64,32,8,32,16,16,8,4,1,0,0,1,1,32.2375
64,64,32,8,32,16,16,8,4,1,0,1,1,1,31.5475
64,64,32,8,32,16,16,8,4,1,1,0,1,1,27.8175
64,64,32,8,32,16,16,8,4,1,1,1,1,1,24.2
64,64,32,8,32,16,16,8,4,2,0,0,1,1,28.6925
64,64,32,8,32,16,16,8,4,2,0,1,1,1,27.535
64,64,32,8,32,16,16,8,4,2,1,0,1,1,21.9325
64,64,32,8,32,16,16,8,4,2,1,1,1,1,20.49
64,64,32,8,32,16,32,2,1,1,0,0,1,1,37.7175
64,64,32,8,32,16,32,2,1,1,0,1,1,1,36.0175
64,64,32,8,32,16,32,2,1,1,1,0,1,1,34.2875
64,64,32,8,32,16,32,2,1,1,1,1,1,1,32.9775
64,64,32,8,32,16,32,2,1,2,0,0,1,1,33.2325
64,64,32,8,32,16,32,2,1,2,0,1,1,1,33.23
64,64,32,8,32,16,32,2,1,2,1,0,1,1,31.0525
64,64,32,8,32,16,32,2,1,2,1,1,1,1,31.215
64,64,32,8,32,16,32,2,2,1,0,0,1,1,29.6925
64,64,32,8,32,16,32,2,2,1,0,1,1,1,29.05
64,64,32,8,32,16,32,2,2,1,1,0,1,1,23.475
64,64,32,8,32,16,32,2,2,1,1,1,1,1,23.865
64,64,32,8,32,16,32,2,2,2,0,0,1,1,25.155
64,64,32,8,32,16,32,2,2,2,0,1,1,1,25.1525
64,64,32,8,32,16,32,2,2,2,1,0,1,1,19.9725
64,64,32,8,32,16,32,2,2,2,1,1,1,1,19.98
64,64,32,8,32,16,32,2,4,1,0,0,1,1,30.7175
64,64,32,8,32,16,32,2,4,1,0,1,1,1,29.225
64,64,32,8,32,16,32,2,4,1,1,0,1,1,23.4175
64,64,32,8,32,16,32,2,4,1,1,1,1,1,21.6875
64,64,32,8,32,16,32,2,4,2,0,0,1,1,28.4875
64,64,32,8,32,16,32,2,4,2,0,1,1,1,28.4875
64,64,32,8,32,16,32,2,4,2,1,0,1,1,20.5325
64,64,32,8,32,16,32,2,4,2,1,1,1,1,20.5325
64,64,32,8,32,16,32,8,1,1,0,0,1,1,36.445
64,64,32,8,32,16,32,8,1,1,0,1,1,1,34.7125
64,64,32,8,32,16,32,8,1,1,1,0,1,1,32.215
64,64,32,8,32,16,32,8,1,1,1,1,1,1,31.7375
64,64,32,8,32,16,32,8,1,2,0,0,1,1,32.19
64,64,32,8,32,16,32,8,1,2,0,1,1,1,32.1175
64,64,32,8,32,16,32,8,1,2,1,0,1,1,30.405
64,64,32,8,32,16,32,8,1,2,1,1,1,1,30.38
64,64,32,8,32,16,32,8,2,1,0,0,1,1,29.67
64,64,32,8,32,16,32,8,2,1,0,1,1,1,29.62
64,64,32,8,32,16,32,8,2,1,1,0,1,1,24.8275
64,64,32,8,32,16,32,8,2,1,1,1,1,1,25.925
64,64,32,8,32,16,32,8,2,2,0,0,1,1,27.3525
64,64,32,8,32,16,32,8,2,2,0,1,1,1,27.0325
64,64,32,8,32,16,32,8,2,2,1,0,1,1,23.8375
64,64,32,8,32,16,32,8,2,2,1,1,1,1,23.825
64,64,32,8,32,16,32,8,4,1,0,0,1,1,29.33
64,64,32,8,32,16,32,8,4,1,0,1,1,1,30.4575
64,64,32,8,32,16,32,8,4,1,1,0,1,1,23.33
64,64,32,8,32,16,32,8,4,1,1,1,1,1,23.62
64,64,32,8,32,16,32,8,4,2,0,0,1,1,28.4875
64,64,32,8,32,16,32,8,4,2,0,1,1,1,28.485
64,64,32,8,32,16,32,8,4,2,1,0,1,1,20.53
64,64,32,8,32,16,32,8,4,2,1,1,1,1,20.5375
64,64,32,8,32,32,8,2,1,1,0,0,1,1,46.84
64,64,32,8,32,32,8,2,1,1,0,1,1,1,36.8475
64,64,32,8,32,32,8,2,1,1,1,0,1,1,47.325
64,64,32,8,32,32,8,2,1,1,1,1,1,1,36.6175
64,64,32,8,32,32,8,2,1,2,0,0,1,1,33.8525
64,64,32,8,32,32,8,2,1,2,0,1,1,1,29.34
64,64,32,8,32,32,8,2,1,2,1,0,1,1,35.16
64,64,32,8,32,32,8,2,1,2,1,1,1,1,29.88
64,64,32,8,32,32,8,2,2,1,0,0,1,1,37.425
64,64,32,8,32,32,8,2,2,1,0,1,1,1,30.7725
64,64,32,8,32,32,8,2,2,1,1,0,1,1,35.0275
64,64,32,8,32,32,8,2,2,1,1,1,1,1,28.1675
64,64,32,8,32,32,8,2,2,2,0,0,1,1,29.13
64,64,32,8,32,32,8,2,2,2,0,1,1,1,24.3125
64,64,32,8,32,32,8,2,2,2,1,0,1,1,25.6625
64,64,32,8,32,32,8,2,2,2,1,1,1,1,21.705
64,64,32,8,32,32,8,8,1,1,0,0,1,1,46.0575
64,64,32,8,32,32,8,8,1,1,0,1,1,1,36.595
64,64,32,8,32,32,8,8,1,1,1,0,1,1,46.655
64,64,32,8,32,32,8,8,1,1,1,1,1,1,35.935
64,64,32,8,32,32,8,8,1,2,0,0,1,1,35.0125
64,64,32,8,32,32,8,8,1,2,0,1,1,1,30.2725
64,64,32,8,32,32,8,8,1,2,1,0,1,1,33.905
64,64,32,8,32,32,8,8,1,2,1,1,1,1,29.0275
64,64,32,8,32,32,8,8,2,1,0,0,1,1,41.31
64,64,32,8,32,32,8,8,2,1,0,1,1,1,31.3175
64,64,32,8,32,32,8,8,2,1,1,0,1,1,36.64
64,64,32,8,32,32,8,8,2,1,1,1,1,1,30.875
64,64,32,8,32,32,8,8,2,2,0,0,1,1,31.8875
64,64,32,8,32,32,8,8,2,2,0,1,1,1,26.2575
64,64,32,8,32,32,8,8,2,2,1,0,1,1,30.565
64,64,32,8,32,32,8,8,2,2,1,1,1,1,24.3025
64,64,32,8,32,32,16,2,1,1,0,0,1,1,38.38
64,64,32,8,32,32,16,2,1,1,0,1,1,1,32.695
64,64,32,8,32,32,16,2,1,1,1,0,1,1,38.6625
64,64,32,8,32,32,16,2,1,1,1,1,1,1,33.4875
64,64,32,8,32,32,16,2,1,2,0,0,1,1,31.6075
64,64,32,8,32,32,16,2,1,2,0,1,1,1,30.1275
64,64,32,8,32,32,16,2,1,2,1,0,1,1,34.575
64,64,32,8,32,32,16,2,1,2,1,1,1,1,32.6325
64,64,32,8,32,32,16,2,2,1,0,0,1,1,30.8225
64,64,32,8,32,32,16,2,2,1,0,1,1,1,28.235
64,64,32,8,32,32,16,2,2,1,1,0,1,1,25.9025
64,64,32,8,32,32,16,2,2,1,1,1,1,1,24.3975
64,64,32,8,32,32,16,2,2,2,0,0,1,1,24.4775
64,64,32,8,32,32,16,2,2,2,0,1,1,1,22.84
64,64,32,8,32,32,16,2,2,2,1,0,1,1,22.77
64,64,32,8,32,32,16,2,2,2,1,1,1,1,20.8125
64,64,32,8,32,32,16,8,1,1,0,0,1,1,37.7275
64,64,32,8,32,32,16,8,1,1,0,1,1,1,32.0775
64,64,32,8,32,32,16,8,1,1,1,0,1,1,37.9125
64,64,32,8,32,32,16,8,1,1,1,1,1,1,32.91
64,64,32,8,32,32,16,8,1,2,0,0,1,1,30.7125
64,64,32,8,32,32,16,8,1,2,0,1,1,1,28.455
64,64,32,8,32,32,16,8,1,2,1,0,1,1,32.01
64,64,32,8,32,32,16,8,1,2,1,1,1,1,29.6825
64,64,32,8,32,32,16,8,2,1,0,0,1,1,30.705
64,64,32,8,32,32,16,8,2,1,0,1,1,1,28.4825
64,64,32,8,32,32,16,8,2,1,1,0,1,1,29.035
64,64,32,8,32,32,16,8,2,1,1,1,1,1,25.6875
64,64,32,8,32,32,16,8,2,2,0,0,1,1,28.1225
64,64,32,8,32,32,16,8,2,2,0,1,1,1,25.0325
64,64,32,8,32,32,16,8,2,2,1,0,1,1,23.235
64,64,32,8,32,32,16,8,2,2,1,1,1,1,21.53
64,64,32,8,32,32,32,2,1,1,0,0,1,1,33.5775
64,64,32,8,32,32,32,2,1,1,0,1,1,1,31.7475
64,64,32,8,32,32,32,2,1,1,1,0,1,1,34.2
64,64,32,8,32,32,32,2,1,1,1,1,1,1,31.035
64,64,32,8,32,32,32,2,1,2,0,0,1,1,28.585
64,64,32,8,32,32,32,2,1,2,0,1,1,1,28.59
64,64,32,8,32,32,32,2,1,2,1,0,1,1,30.2775
64,64,32,8,32,32,32,2,1,2,1,1,1,1,30.3725
64,64,32,8,32,32,32,2,2,1,0,0,1,1,26.675
64,64,32,8,32,32,32,2,2,1,0,1,1,1,25.415
64,64,32,8,32,32,32,2,2,1,1,0,1,1,21.8275
64,64,32,8,32,32,32,2,2,1,1,1,1,1,23.435
64,64,32,8,32,32,32,2,2,2,0,0,1,1,22.8075
64,64,32,8,32,32,32,2,2,2,0,1,1,1,22.7875
64,64,32,8,32,32,32,2,2,2,1,0,1,1,19.8975
64,64,32,8,32,32,32,2,2,2,1,1,1,1,19.8875
64,64,32,8,32,32,32,8,1,1,0,0,1,1,32.555
64,64,32,8,32,32,32,8,1,1,0,1,1,1,30.6725
64,64,32,8,32,32,32,8,1,1,1,0,1,1,35.0025
64,64,32,8,32,32,32,8,1,1,1,1,1,1,30.3775
64,64,32,8,32,32,32,8,1,2,0,0,1,1,28.59
64,64,32,8,32,32,32,8,1,2,0,1,1,1,28.585
64,64,32,8,32,32,32,8,1,2,1,0,1,1,29.08
64,64,32,8,32,32,32,8,1,2,1,1,1,1,29.13
64,64,32,8,32,32,32,8,2,1,0,0,1,1,25.195
64,64,32,8,32,32,32,8,2,1,0,1,1,1,27.62
64,64,32,8,32,32,32,8,2,1,1,0,1,1,24.05
64,64,32,8,32,32,32,8,2,1,1,1,1,1,24.4675
64,64,32,8,32,32,32,8,2,2,0,0,1,1,23.035
64,64,32,8,32,32,32,8,2,2,0,1,1,1,23.46
64,64,32,8,32,32,32,8,2,2,1,0,1,1,21.5875
64,64,32,8,32,32,32,8,2,2,1,1,1,1,21.6725
64,64,32,16,8,8,8,2,1,1,0,0,1,1,62.045
64,64,32,16,8,8,8,2,1,1,0,1,1,1,54.69
64,64,32,16,8,8,8,2,1,1,1,0,1,1,45.9925
64,64,32,16,8,8,8,2,1,1,1,1,1,1,45.895
64,64,32,16,8,8,8,2,1,2,0,0,1,1,52.7075
64,64,32,16,8,8,8,2,1,2,0,1,1,1,47.4625
64,64,32,16,8,8,8,2,1,2,1,0,1,1,46.72
64,64,32,16,8,8,8,2,1,2,1,1,1,1,42.83
64,64,32,16,8,8,8,2,1,4,0,0,1,1,50.9175
64,64,32,16,8,8,8,2,1,4,0,1,1,1,48.08
64,64,32,16,8,8,8,2,1,4,1,0,1,1,42.235
64,64,32,16,8,8,8,2,1,4,1,1,1,1,40.445
64,64,32,16,8,8,8,2,1,8,0,0,1,1,50.91
64,64,32,16,8,8,8,2,1,8,0,1,1,1,50.9375
64,64,32,16,8,8,8,2,1,8,1,0,1,1,42.325
64,64,32,16,8,8,8,2,1,8,1,1,1,1,42.31
64,64,32,16,8,8,8,2,2,1,0,0,1,1,50.2125
64,64,32,16,8,8,8,2,2,1,0,1,1,1,50.34
64,64,32,16,8,8,8,2,2,1,1,0,1,1,47.845
64,64,32,16,8,8,8,2,2,1,1,1,1,1,41.4125
64,64,32,16,8,8,8,2,2,2,0,0,1,1,53.585
64,64,32,16,8,8,8,2,2,2,0,1,1,1,44.55
64,64,32,16,8,8,8,2,2,2,1,0,1,1,36.6375
64,64,32,16,8,8,8,2,2,2,1,1,1,1,32.0125
64,64,32,16,8,8,8,2,2,4,0,0,1,1,43.2275
64,64,32,16,8,8,8,2,2,4,0,1,1,1,43.99
64,64,32,16,8,8,8,2,2,4,1,0,1,1,34.28
64,64,32,16,8,8,8,2,2,4,1,1,1,1,28.7275
64,64,32,16,8,8,8,2,2,8,0,0,1,1,44.805
64,64,32,16,8,8,8,2,2,8,0,1,1,1,44.8025
64,64,32,16,8,8,8,2,2,8,1,0,1,1,34.5725
64,64,32,16,8,8,8,2,2,8,1,1,1,1,34.74
64,64,32,16,8,8,8,2,4,1,0,0,1,1,58.9025
64,64,32,16,8,8,8,2,4,1,0,1,1,1,47.005
64,64,32,16,8,8,8,2,4,1,1,0,1,1,58.67
64,64,32,16,8,8,8,2,4,1,1,1,1,1,44.985
64,64,32,16,8,8,8,2,4,2,0,0,1,1,46.7675
64,64,32,16,8,8,8,2,4,2,0,1,1,1,41.92
64,64,32,16,8,8,8,2,4,2,1,0,1,1,44.86
64,64,32,16,8,8,8,2,4,2,1,1,1,1,37.2975
64,64,32,16,8,8,8,2,4,4,0,0,1,1,45.89
64,64,32,16,8,8,8,2,4,4,0,1,1,1,40.2625
64,64,32,16,8,8,8,2,4,4,1,0,1,1,43.16
64,64,32,16,8,8,8,2,4,4,1,1,1,1,38.335
64,64,32,16,8,8,8,2,4,8,0,0,1,1,48.055
64,64,32,16,8,8,8,2,4,8,0,1,1,1,47.945
64,64,32,16,8,8,8,2,4,8,1,0,1,1,48.8625
64,64,32,16,8,8,8,2,4,8,1,1,1,1,48.8675
64,64,32,16,8,8,8,8,1,1,0,0,1,1,64.365
64,64,32,16,8,8,8,8,1,1,0,1,1,1,56.4075
64,64,32,16,8,8,8,8,1,1,1,0,1,1,47.285
64,64,32,16,8,8,8,8,1,1,1,1,1,1,48.9125
64,64,32,16,8,8,8,8,1,2,0,0,1,1,55.895
64,64,32,16,8,8,8,8,1,2,0,1,1,1,48.275
64,64,32,16,8,8,8,8,1,2,1,0,1,1,47.0575
64,64,32,16,8,8,8,8,1,2,1,1,1,1,42.7175
64,64,32,16,8,8,8,8,1,4,0,0,1,1,51.9975
64,64,32,16,8,8,8,8,1,4,0,1,1,1,50.37
64,64,32,16,8,8,8,8,1,4,1,0,1,1,41.465
64,64,32,16,8,8,8,8,1,4,1,1,1,1,39.19
64,64,32,16,8,8,8,8,1,8,0,0,1,1,50.1825
64,64,32,16,8,8,8,8,1,8,0,1,1,1,50.1925
64,64,32,16,8,8,8,8,1,8,1,0,1,1,40.8675
64,64,32,16,8,8,8,8,1,8,1,1,1,1,40.8075
64,64,32,16,8,8,8,8,2,1,0,0,1,1,55.4275
64,64,32,16,8,8,8,8,2,1,0,1,1,1,49.39
64,64,32,16,8,8,8,8,2,1,1,0,1,1,45.695
64,64,32,16,8,8,8,8,2,1,1,1,1,1,40.8875
64,64,32,16,8,8,8,8,2,2,0,0,1,1,46.8
64,64,32,16,8,8,8,8,2,2,0,1,1,1,42.9725
64,64,32,16,8,8,8,8,2,2,1,0,1,1,38.9825
64,64,32,16,8,8,8,8,2,2,1,1,1,1,31.08
64,64,32,16,8,8,8,8,2,4,0,0,1,1,44.41
64,64,32,16,8,8,8,8,2,4,0,1,1,1,44.5975
64,64,32,16,8,8,8,8,2,4,1,0,1,1,32.2475
64,64,32,16,8,8,8,8,2,4,1,1,1,1,29.1725
64,64,32,16,8,8,8,8,2,8,0,0,1,1,43.4775
64,64,32,16,8,8,8,8,2,8,0,1,1,1,43.4925
64,64,32,16,8,8,8,8,2,8,1,0,1,1,35.2575
64,64,32,16,8,8,8,8,2,8,1,1,1,1,35.2425
64,64,32,16,8,8,8,8,4,1,0,0,1,1,45.235
64,64,32,16,8,8,8,8,4,1,0,1,1,1,45.815
64,64,32,16,8,8,8,8,4,1,1,0,1,1,41.445
64,64,32,16,8,8,8,8,4,1,1,1,1,1,45.9475
64,64,32,16,8,8,8,8,4,2,0,0,1,1,45.3325
64,64,32,16,8,8,8,8,4,2,0,1,1,1,38.3475
64,64,32,16,8,8,8,8,4,2,1,0,1,1,46.65
64,64,32,16,8,8,8,8,4,2,1,1,1,1,35.1275
64,64,32,16,8,8,8,8,4,4,0,0,1,1,41.7575
64,64,32,16,8,8,8,8,4,4,0,1,1,1,36.74
64,64,32,16,8,8,8,8,4,4,1,0,1,1,37.3575
64,64,32,16,8,8,8,8,4,4,1,1,1,1,34.7625
64,64,32,16,8,8,8,8,4,8,0,0,1,1,41.405
64,64,32,16,8,8,8,8,4,8,0,1,1,1,41.4025
64,64,32,16,8,8,8,8,4,8,1,0,1,1,45.0275
64,64,32,16,8,8,8,8,4,8,1,1,1,1,45.0225
64,64,32,16,8,8,16,2,1,1,0,0,1,1,56.495
64,64,32,16,8,8,16,2,1,1,0,1,1,1,56.38
64,64,32,16,8,8,16,2,1,1,1,0,1,1,48.59
64,64,32,16,8,8,16,2,1,1,1,1,1,1,44.2025
64,64,32,16,8,8,16,2,1,2,0,0,1,1,52.2
64,64,32,16,8,8,16,2,1,2,0,1,1,1,49.5
64,64,32,16,8,8,16,2,1,2,1,0,1,1,44.0625
64,64,32,16,8,8,16,2,1,2,1,1,1,1,40.63
64,64,32,16,8,8,16,2,1,4,0,0,1,1,50.905
64,64,32,16,8,8,16,2,1,4,0,1,1,1,52.225
64,64,32,16,8,8,16,2,1,4,1,0,1,1,43.0525
64,64,32,16,8,8,16,2,1,4,1,1,1,1,41.9575
64,64,32,16,8,8,16,2,2,1,0,0,1,1,47.55
64,64,32,16,8,8,16,2,2,1,0,1,1,1,45.8
64,64,32,16,8,8,16,2,2,1,1,0,1,1,38.655
64,64,32,16,8,8,16,2,2,1,1,1,1,1,39.72
64,64,32,16,8,8,16,2,2,2,0,0,1,1,43.8625
64,64,32,16,8,8,16,2,2,2,0,1,1,1,38.61
64,64,32,16,8,8,16,2,2,2,1,0,1,1,33.6175
64,64,32,16,8,8,16,2,2,2,1,1,1,1,31.3325
64,64,32,16,8,8,16,2,2,4,0,0,1,1,37.62
64,64,32,16,8,8,16,2,2,4,0,1,1,1,39.8675
64,64,32,16,8,8,16,2,2,4,1,0,1,1,29.6875
64,64,32,16,8,8,16,2,2,4,1,1,1,1,28.6875
64,64,32,16,8,8,16,2,4,1,0,0,1,1,52.3425
64,64,32,16,8,8,16,2,4,1,0,1,1,1,43.7625
64,64,32,16,8,8,16,2,4,1,1,0,1,1,46.98
64,64,32,16,8,8,16,2,4,1,1,1,1,1,43.8625
64,64,32,16,8,8,16,2,4,2,0,0,1,1,41.1775
64,64,32,16,8,8,16,2,4,2,0,1,1,1,39.0675
64,64,32,16,8,8,16,2,4,2,1,0,1,1,36.685
64,64,32,16,8,8,16,2,4,2,1,1,1,1,37.89
64,64,32,16,8,8,16,2,4,4,0,0,1,1,42.655
64,64,32,16,8,8,16,2,4,4,0,1,1,1,39.975
64,64,32,16,8,8,16,2,4,4,1,0,1,1,37.7175
64,64,32,16,8,8,16,2,4,4,1,1,1,1,35.5675
64,64,32,16,8,8,16,8,1,1,0,0,1,1,55.6975
64,64,32,16,8,8,16,8,1,1,0,1,1,1,53.5375
64,64,32,16,8,8,16,8,1,1,1,0,1,1,47.4225
64,64,32,16,8,8,16,8,1,1,1,1,1,1,43.1775
64,64,32,16,8,8,16,8,1,2,0,0,1,1,49.21
64,64,32,16,8,8,16,8,1,2,0,1,1,1,46.4925
